settlement,teaor,bin,count,generated_count,diff
Salgótarján,68,1-4,68,85,17
Salgótarján,69,1-4,117,145,28
Salgótarján,69,5-9,7,9,2
Salgótarján,70,1-4,64,80,16
Salgótarján,73,1-4,19,24,5
Salgótarján,74,1-4,82,102,20
Salgótarján,75,1-4,8,10,2
Salgótarján,77,1-4,6,7,1
Salgótarján,80,1-4,19,24,5
Salgótarján,81,1-4,32,40,8
Salgótarján,82,1-4,52,65,13
Salgótarján,85,1-4,126,157,31
Salgótarján,86,1-4,140,174,34
Salgótarján,86,5-9,8,10,2
Salgótarján,88,1-4,6,7,1
Salgótarján,90,1-4,48,60,12
Salgótarján,91,1-4,8,10,2
Salgótarján,93,1-4,34,42,8
Salgótarján,94,1-4,13,16,3
Salgótarján,95,1-4,24,30,6
Salgótarján,96,1-4,191,237,46
Salköveskút,1,1-4,6,7,1
Sand,1,1-4,19,24,5
Sarkad,1,1-4,87,108,21
Sarkad,41,1-4,12,15,3
Sarkad,43,1-4,73,91,18
Sarkad,45,1-4,18,22,4
Sarkad,46,1-4,13,16,3
Sarkad,47,1-4,63,78,15
Sarkad,47,5-9,6,7,1
Sarkad,52,1-4,5,6,1
Sarkad,56,1-4,16,20,4
Sarkad,62,1-4,10,12,2
Sarkad,66,1-4,8,10,2
Sarkad,68,1-4,5,6,1
Sarkad,69,1-4,14,17,3
Sarkad,74,1-4,9,11,2
Sarkad,81,1-4,7,9,2
Sarkad,85,1-4,22,27,5
Sarkad,86,1-4,17,21,4
Sarkad,88,1-4,6,7,1
Sarkad,90,1-4,10,12,2
Sarkad,93,1-4,10,12,2
Sarkad,96,1-4,40,50,10
Sarkadkeresztúr,1,1-4,26,32,6
Sarkadkeresztúr,43,1-4,6,7,1
Sarkadkeresztúr,47,1-4,10,12,2
Sarud,1,1-4,6,7,1
Sarud,16,20-49,8,10,2
Sarud,18,20-49,12,15,3
Segesd,1,1-4,16,20,4
Segesd,43,1-4,12,15,3
Segesd,47,1-4,12,15,3
Sellye,1,1-4,32,40,8
Sellye,16,1-4,96,119,23
Sellye,16,10-19,19,24,5
Sellye,18,1-4,45,56,11
Sellye,2,1-4,15,19,4
Sellye,20,1-4,12,15,3
Sellye,25,1-4,5,6,1
Sellye,25,10-19,5,6,1
Sellye,41,1-4,6,7,1
Sellye,43,1-4,14,17,3
Sellye,45,1-4,7,9,2
Sellye,47,1-4,15,19,4
Sellye,47,5-9,5,6,1
Sellye,49,1-4,5,6,1
Sellye,56,1-4,5,6,1
Sellye,86,1-4,9,11,2
Sellye,96,1-4,14,17,3
Semjénháza,1,1-4,11,14,3
Seregélyes,1,1-4,41,51,10
Seregélyes,22,1-4,10,12,2
Seregélyes,25,1-4,8,10,2
Seregélyes,28,1-4,5,6,1
Seregélyes,41,1-4,7,9,2
Seregélyes,43,1-4,43,53,10
Seregélyes,45,1-4,19,24,5
Seregélyes,47,1-4,21,26,5
Seregélyes,49,1-4,6,7,1
Seregélyes,56,1-4,11,14,3
Seregélyes,66,1-4,7,9,2
Seregélyes,69,1-4,10,12,2
Seregélyes,70,1-4,8,10,2
Seregélyes,74,1-4,13,16,3
Seregélyes,81,1-4,6,7,1
Seregélyes,85,1-4,14,17,3
Seregélyes,95,1-4,7,9,2
Seregélyes,96,1-4,29,36,7
Serényfalva,43,1-4,7,9,2
Siklós,1,1-4,48,60,12
Siklós,11,1-4,16,20,4
Siklós,23,20-49,5,6,1
Siklós,31,10-19,6,7,1
Siklós,32,10-19,28,35,7
Siklós,32,20-49,8,10,2
Siklós,33,10-19,17,21,4
Siklós,33,20-49,15,19,4
Siklós,41,1-4,6,7,1
Siklós,43,1-4,76,95,19
Siklós,45,1-4,22,27,5
Siklós,46,1-4,21,26,5
Siklós,47,1-4,87,108,21
Siklós,47,5-9,9,11,2
Siklós,49,1-4,19,24,5
Siklós,55,1-4,5,6,1
Siklós,56,1-4,28,35,7
Siklós,59,1-4,5,6,1
Siklós,62,1-4,10,12,2
Siklós,63,1-4,5,6,1
Siklós,66,1-4,21,26,5
Siklós,68,1-4,16,20,4
Siklós,69,1-4,30,37,7
Siklós,70,1-4,14,17,3
Siklós,74,1-4,26,32,6
Siklós,77,1-4,7,9,2
Siklós,81,1-4,13,16,3
Siklós,82,1-4,14,17,3
Siklós,85,1-4,30,37,7
Siklós,86,1-4,26,32,6
Siklós,90,1-4,10,12,2
Siklós,93,1-4,6,7,1
Siklós,94,1-4,8,10,2
Siklós,95,1-4,7,9,2
Siklós,96,1-4,71,88,17
Siklósnagyfalu,1,1-4,6,7,1
Simaság,1,1-4,6,7,1
Simonfa,1,1-4,5,6,1
Simontornya,1,1-4,23,29,6
Simontornya,43,1-4,30,37,7
Simontornya,45,1-4,9,11,2
Simontornya,47,1-4,31,39,8
Simontornya,49,1-4,5,6,1
Simontornya,56,1-4,9,11,2
Simontornya,66,1-4,5,6,1
Simontornya,69,1-4,6,7,1
Simontornya,70,1-4,5,6,1
Simontornya,74,1-4,8,10,2
Simontornya,82,1-4,8,10,2
Simontornya,85,1-4,5,6,1
Simontornya,86,1-4,5,6,1
Simontornya,95,1-4,5,6,1
Simontornya,96,1-4,23,29,6
Sirok,43,1-4,18,22,4
Sirok,47,1-4,7,9,2
Sirok,49,1-4,6,7,1
Sirok,56,1-4,6,7,1
Sirok,96,1-4,10,12,2
Sitke,1,1-4,13,16,3
Sióagárd,1,1-4,12,15,3
Sióagárd,43,1-4,10,12,2
Sióagárd,47,1-4,9,11,2
Sióagárd,56,1-4,5,6,1
Sióagárd,74,1-4,6,7,1
Sióagárd,82,1-4,6,7,1
Sióagárd,85,1-4,10,12,2
Sióagárd,96,1-4,7,9,2
Siófok,1,1-4,76,95,19
Siófok,10,1-4,11,14,3
Siófok,13,1-4,11,14,3
Siófok,14,1-4,5,6,1
Siófok,2,1-4,5,6,1
Siófok,41,1-4,58,72,14
Siófok,41,10-19,6,7,1
Siófok,41,5-9,10,12,2
Siófok,42,1-4,12,15,3
Siófok,43,1-4,272,338,66
Siófok,43,10-19,6,7,1
Siófok,43,5-9,11,14,3
Siófok,45,1-4,73,91,18
Siófok,45,10-19,6,7,1
Siófok,45,5-9,7,9,2
Siófok,46,1-4,66,82,16
Siófok,46,10-19,5,6,1
Siófok,46,5-9,8,10,2
Siófok,47,1-4,233,290,57
Siófok,47,10-19,9,11,2
Siófok,47,5-9,18,22,4
Siófok,49,1-4,79,98,19
Siófok,52,1-4,7,9,2
Siófok,53,1-4,20,25,5
Siófok,55,1-4,118,147,29
Siófok,55,10-19,7,9,2
Siófok,56,1-4,153,190,37
Siófok,56,10-19,15,19,4
Siófok,56,5-9,18,22,4
Siófok,58,1-4,6,7,1
Siófok,59,1-4,18,22,4
Siófok,62,1-4,75,93,18
Siófok,63,1-4,22,27,5
Siófok,66,1-4,88,109,21
Siófok,68,1-4,160,199,39
Siófok,68,5-9,5,6,1
Siófok,69,1-4,111,138,27
Siófok,69,5-9,6,7,1
Siófok,70,1-4,104,129,25
Siófok,72,1-4,8,10,2
Siófok,73,1-4,36,45,9
Siófok,74,1-4,92,114,22
Siófok,77,1-4,38,47,9
Siófok,79,1-4,13,16,3
Siófok,80,1-4,7,9,2
Siófok,81,1-4,116,144,28
Siófok,81,5-9,5,6,1
Siófok,82,1-4,61,76,15
Siófok,85,1-4,93,116,23
Siófok,86,1-4,111,138,27
Siófok,90,1-4,35,44,9
Siófok,93,1-4,34,42,8
Siófok,94,1-4,5,6,1
Siófok,95,1-4,30,37,7
Siófok,96,1-4,229,285,56
Siójut,43,1-4,11,14,3
Siójut,81,1-4,7,9,2
Siójut,96,1-4,8,10,2
Sobor,1,1-4,6,7,1
Sokorópátka,1,1-4,10,12,2
Solt,1,1-4,111,138,27
Solt,41,1-4,7,9,2
Solt,43,1-4,48,60,12
Solt,45,1-4,32,40,8
Solt,47,1-4,56,70,14
Solt,47,5-9,6,7,1
Solt,49,1-4,17,21,4
Solt,56,1-4,11,14,3
Solt,62,1-4,9,11,2
Solt,66,1-4,12,15,3
Solt,68,1-4,11,14,3
Solt,69,1-4,14,17,3
Solt,70,1-4,6,7,1
Solt,74,1-4,13,16,3
Solt,81,1-4,9,11,2
Solt,82,1-4,7,9,2
Solt,85,1-4,17,21,4
Solt,86,1-4,10,12,2
Solt,90,1-4,7,9,2
Solt,93,1-4,5,6,1
Solt,96,1-4,39,49,10
Soltszentimre,1,1-4,40,50,10
Soltszentimre,43,1-4,11,14,3
Soltszentimre,47,1-4,11,14,3
Soltvadkert,1,1-4,287,357,70
Soltvadkert,11,1-4,23,29,6
Soltvadkert,16,1-4,5,6,1
Soltvadkert,2,1-4,8,10,2
Soltvadkert,23,10-19,9,11,2
Soltvadkert,25,10-19,56,70,14
Soltvadkert,25,20-49,35,44,9
Soltvadkert,27,10-19,6,7,1
Soltvadkert,28,10-19,9,11,2
Soltvadkert,28,20-49,7,9,2
Soltvadkert,31,10-19,11,14,3
Soltvadkert,31,20-49,8,10,2
Soltvadkert,32,10-19,29,36,7
Soltvadkert,32,20-49,17,21,4
Soltvadkert,33,10-19,23,29,6
Soltvadkert,33,20-49,20,25,5
Soltvadkert,41,1-4,15,19,4
Soltvadkert,43,1-4,85,106,21
Soltvadkert,43,5-9,6,7,1
Soltvadkert,45,1-4,36,45,9
Soltvadkert,45,5-9,7,9,2
Soltvadkert,46,1-4,35,44,9
Soltvadkert,47,1-4,85,106,21
Soltvadkert,47,5-9,11,14,3
Soltvadkert,49,1-4,11,14,3
Soltvadkert,49,5-9,5,6,1
Soltvadkert,52,1-4,5,6,1
Soltvadkert,56,1-4,19,24,5
Soltvadkert,62,1-4,11,14,3
Soltvadkert,66,1-4,15,19,4
Soltvadkert,68,1-4,18,22,4
Soltvadkert,69,1-4,36,45,9
Soltvadkert,70,1-4,15,19,4
Soltvadkert,74,1-4,18,22,4
Soltvadkert,81,1-4,6,7,1
Soltvadkert,82,1-4,10,12,2
Soltvadkert,85,1-4,17,21,4
Soltvadkert,86,1-4,18,22,4
Soltvadkert,93,1-4,9,11,2
Soltvadkert,96,1-4,43,53,10
Solymár,1,1-4,14,17,3
Solymár,14,1-4,5,6,1
Solymár,16,1-4,6,7,1
Solymár,18,1-4,8,10,2
Solymár,25,1-4,11,14,3
Solymár,25,5-9,6,7,1
Solymár,31,1-4,8,10,2
Solymár,32,1-4,7,9,2
Solymár,33,1-4,11,14,3
Solymár,41,1-4,18,22,4
Solymár,41,5-9,5,6,1
Solymár,43,1-4,98,122,24
Solymár,43,5-9,6,7,1
Solymár,45,1-4,43,53,10
Solymár,45,5-9,6,7,1
Solymár,46,1-4,41,51,10
Solymár,46,5-9,5,6,1
Solymár,47,1-4,76,95,19
Solymár,47,5-9,10,12,2
Solymár,49,1-4,26,32,6
Solymár,52,1-4,9,11,2
Solymár,53,1-4,12,15,3
Solymár,56,1-4,19,24,5
Solymár,58,1-4,5,6,1
Solymár,59,1-4,29,36,7
Solymár,62,1-4,72,90,18
Solymár,63,1-4,12,15,3
Solymár,66,1-4,23,29,6
Solymár,68,1-4,50,62,12
Solymár,69,1-4,56,70,14
Solymár,70,1-4,129,160,31
Solymár,72,1-4,12,15,3
Solymár,73,1-4,22,27,5
Solymár,74,1-4,73,91,18
Solymár,77,1-4,12,15,3
Solymár,81,1-4,38,47,9
Solymár,82,1-4,53,66,13
Solymár,85,1-4,84,104,20
Solymár,86,1-4,90,112,22
Solymár,90,1-4,64,80,16
Solymár,93,1-4,13,16,3
Solymár,95,1-4,9,11,2
Solymár,96,1-4,68,85,17
Som,43,1-4,12,15,3
Somberek,1,1-4,24,30,6
Somberek,16,1-4,14,17,3
Somberek,43,1-4,11,14,3
Somberek,45,1-4,5,6,1
Somberek,46,1-4,5,6,1
Somberek,96,1-4,5,6,1
Somlószõlõs,1,1-4,9,11,2
Somlószõlõs,43,1-4,7,9,2
Somlóvásárhely,1,1-4,9,11,2
Somlóvásárhely,43,1-4,7,9,2
Somlóvásárhely,47,1-4,6,7,1
Somlóvásárhely,56,1-4,7,9,2
Somodor,1,1-4,6,7,1
Somogyacsa,1,1-4,6,7,1
Somogyapáti,1,1-4,12,15,3
Somogyaszaló,1,1-4,10,12,2
Somogyaszaló,43,1-4,12,15,3
Somogyaszaló,66,1-4,7,9,2
Somogybabod,1,1-4,6,7,1
Somogybabod,43,1-4,13,16,3
Somogybükkösd,1,1-4,5,6,1
Somogybükkösd,16,1-4,19,24,5
Somogybükkösd,17,1-4,5,6,1
Somogybükkösd,18,1-4,15,19,4
Somogyhatvan,43,1-4,7,9,2
Somogyjád,1,1-4,20,25,5
Somogyjád,32,1-4,5,6,1
Somogyjád,33,1-4,6,7,1
Somogyjád,43,1-4,17,21,4
Somogyjád,45,1-4,10,12,2
Somogyjád,47,1-4,7,9,2
Somogymeggyes,1,1-4,13,16,3
Somogysimonyi,1,1-4,5,6,1
Somogyszentpál,1,1-4,16,20,4
Somogyszil,1,1-4,24,30,6
Somogyszob,1,1-4,14,17,3
Somogyszob,2,1-4,10,12,2
Somogyszob,43,1-4,6,7,1
Somogyszob,47,1-4,7,9,2
Somogysámson,1,1-4,12,15,3
Somogysárd,1,1-4,29,36,7
Somogysárd,2,1-4,5,6,1
Somogysárd,43,1-4,10,12,2
Somogytúr,1,1-4,15,19,4
Somogytúr,43,1-4,8,10,2
Somogytúr,47,1-4,7,9,2
Somogyudvarhely,1,1-4,8,10,2
Somogyudvarhely,2,1-4,5,6,1
Somogyudvarhely,43,1-4,9,11,2
Somogyvámos,1,1-4,10,12,2
Somogyvámos,47,1-4,7,9,2
Somogyvár,1,1-4,15,19,4
Somogyvár,16,1-4,40,50,10
Somogyvár,16,20-49,24,30,6
Somogyvár,2,1-4,6,7,1
Somogyvár,43,1-4,15,19,4
Somogyvár,47,1-4,6,7,1
Somogyzsitfa,1,1-4,6,7,1
Somoskõújfalu,1,1-4,7,9,2
Somoskõújfalu,43,1-4,18,22,4
Somoskõújfalu,45,1-4,8,10,2
Somoskõújfalu,47,1-4,16,20,4
Somoskõújfalu,49,1-4,6,7,1
Somoskõújfalu,62,1-4,5,6,1
Somoskõújfalu,66,1-4,5,6,1
Somoskõújfalu,70,1-4,11,14,3
Somoskõújfalu,74,1-4,6,7,1
Somoskõújfalu,85,1-4,17,21,4
Somoskõújfalu,86,1-4,14,17,3
Sonkád,1,1-4,16,20,4
Sonkád,43,1-4,6,7,1
Soponya,1,1-4,21,26,5
Soponya,43,1-4,29,36,7
Soponya,47,1-4,8,10,2
Soponya,69,1-4,5,6,1
Soponya,96,1-4,8,10,2
Sopron,1,1-4,103,128,25
Sopron,10,1-4,11,14,3
Sopron,11,1-4,28,35,7
Sopron,13,1-4,10,12,2
Sopron,2,1-4,19,24,5
Sopronhorpács,1,1-4,9,11,2
Sopronkövesd,1,1-4,16,20,4
Sorkifalud,1,1-4,5,6,1
Sormás,1,1-4,9,11,2
Sukoró,1,1-4,10,12,2
Sukoró,25,1-4,7,9,2
Sukoró,33,1-4,8,10,2
Sukoró,41,1-4,6,7,1
Sukoró,43,1-4,39,49,10
Sukoró,45,1-4,5,6,1
Sukoró,46,1-4,10,12,2
Sukoró,47,1-4,5,6,1
Sukoró,56,1-4,5,6,1
Sukoró,62,1-4,13,16,3
Sukoró,68,1-4,9,11,2
Sukoró,69,1-4,13,16,3
Sukoró,70,1-4,34,42,8
Sukoró,74,1-4,17,21,4
Sukoró,81,1-4,12,15,3
Sukoró,85,1-4,11,14,3
Sukoró,86,1-4,11,14,3
Sukoró,90,1-4,7,9,2
Sukoró,96,1-4,18,22,4
Surd,1,1-4,32,40,8
Szabadbattyán,1,1-4,37,46,9
Szabadbattyán,41,1-4,11,14,3
Szabadbattyán,43,1-4,80,99,19
Szabadbattyán,43,5-9,5,6,1
Szabadbattyán,45,1-4,15,19,4
Szabadbattyán,46,1-4,7,9,2
Szabadbattyán,47,1-4,30,37,7
Szabadbattyán,49,1-4,17,21,4
Szabadbattyán,56,1-4,9,11,2
Szabadbattyán,62,1-4,7,9,2
Szabadbattyán,66,1-4,12,15,3
Szabadbattyán,68,1-4,7,9,2
Szabadbattyán,69,1-4,9,11,2
Szabadbattyán,70,1-4,8,10,2
Szabadbattyán,73,1-4,6,7,1
Szabadbattyán,74,1-4,8,10,2
Szabadbattyán,81,1-4,8,10,2
Szabadbattyán,82,1-4,5,6,1
Szabadbattyán,85,1-4,13,16,3
Szabadbattyán,86,1-4,17,21,4
Szabadbattyán,93,1-4,5,6,1
Szabadbattyán,95,1-4,8,10,2
Szabadbattyán,96,1-4,37,46,9
Szabadegyháza,1,1-4,16,20,4
Szabadegyháza,43,1-4,28,35,7
Szabadegyháza,47,1-4,11,14,3
Szabadegyháza,56,1-4,6,7,1
Szabadegyháza,86,1-4,7,9,2
Szabadegyháza,96,1-4,10,12,2
Szabadhídvég,1,1-4,7,9,2
Szabadhídvég,43,1-4,7,9,2
Szabadkígyós,1,1-4,22,27,5
Szabadkígyós,43,1-4,28,35,7
Szabadkígyós,47,1-4,15,19,4
Szabadkígyós,66,1-4,7,9,2
Szabadkígyós,74,1-4,6,7,1
Szabadkígyós,86,1-4,5,6,1
Szabadkígyós,96,1-4,9,11,2
Szabadszentkirály,1,1-4,11,14,3
Szabadszentkirály,43,1-4,7,9,2
Szabadszentkirály,47,1-4,5,6,1
Szabadszállás,1,1-4,123,153,30
Szabadszállás,16,1-4,5,6,1
Szabadszállás,41,1-4,12,15,3
Szabadszállás,43,1-4,59,73,14
Szabadszállás,45,1-4,13,16,3
Szabadszállás,47,1-4,46,57,11
Szabadszállás,47,5-9,6,7,1
Szabadszállás,49,1-4,11,14,3
Szabadszállás,56,1-4,11,14,3
Szabadszállás,66,1-4,9,11,2
Szabadszállás,69,1-4,12,15,3
Szabadszállás,74,1-4,10,12,2
Szabadszállás,81,1-4,7,9,2
Szabadszállás,82,1-4,8,10,2
Szabadszállás,85,1-4,9,11,2
Szabadszállás,86,1-4,11,14,3
Szabadszállás,90,1-4,8,10,2
Szabadszállás,93,1-4,9,11,2
Szabadszállás,96,1-4,29,36,7
Szabolcs,1,1-4,7,9,2
Szabolcsbáka,1,1-4,24,30,6
Szabolcsveresmart,1,1-4,17,21,4
Szabolcsveresmart,43,1-4,12,15,3
Szabolcsveresmart,47,1-4,6,7,1
Szabás,28,1-4,20,25,5
Szabás,29,1-4,6,7,1
Szabás,31,1-4,66,82,16
Szabás,32,1-4,97,121,24
Szabás,33,1-4,152,189,37
Szabás,43,1-4,8,10,2
Szada,1,1-4,25,31,6
Szada,25,1-4,9,11,2
Szada,32,1-4,5,6,1
Szada,41,1-4,11,14,3
Szada,42,1-4,5,6,1
Szada,43,1-4,74,92,18
Szada,43,5-9,5,6,1
Szada,45,1-4,35,44,9
Szada,46,1-4,16,20,4
Szada,47,1-4,45,56,11
Szada,49,1-4,16,20,4
Szada,53,1-4,12,15,3
Szada,56,1-4,15,19,4
Szada,59,1-4,10,12,2
Szada,62,1-4,39,49,10
Szada,63,1-4,6,7,1
Szada,66,1-4,24,30,6
Szada,68,1-4,22,27,5
Szada,69,1-4,31,39,8
Szada,70,1-4,41,51,10
Szada,73,1-4,12,15,3
Szada,74,1-4,32,40,8
Szada,81,1-4,13,16,3
Szada,82,1-4,20,25,5
Szada,85,1-4,27,34,7
Szada,86,1-4,28,35,7
Szada,90,1-4,21,26,5
Szada,93,1-4,11,14,3
Szada,95,1-4,5,6,1
Szada,96,1-4,43,53,10
Szajk,1,1-4,10,12,2
Szajk,41,1-4,6,7,1
Szajk,43,1-4,11,14,3
Szajk,47,1-4,8,10,2
Szajk,86,1-4,5,6,1
Szajol,1,1-4,13,16,3
Szajol,22,1-4,15,19,4
Szajol,23,1-4,13,16,3
Szajol,25,1-4,108,134,26
Szajol,27,1-4,6,7,1
Szajol,28,1-4,23,29,6
Szajol,29,1-4,7,9,2
Szajol,31,1-4,36,45,9
Szajol,32,1-4,101,126,25
Szajol,33,1-4,108,134,26
Szajol,43,1-4,46,57,11
Szajol,45,1-4,7,9,2
Szajol,47,1-4,28,35,7
Szajol,66,1-4,11,14,3
Szajol,68,1-4,5,6,1
Szajol,69,1-4,7,9,2
Szajol,70,1-4,5,6,1
Szajol,80,1-4,6,7,1
Szajol,81,1-4,6,7,1
Szajol,82,1-4,6,7,1
Szajol,85,1-4,5,6,1
Szajol,86,1-4,7,9,2
Szajol,96,1-4,19,24,5
Szakcs,1,1-4,33,41,8
Szakcs,43,1-4,6,7,1
Szakcs,47,1-4,6,7,1
Szakmár,1,1-4,39,49,10
Szakmár,43,1-4,8,10,2
Szakmár,47,1-4,7,9,2
Szakmár,49,1-4,5,6,1
Szakmár,96,1-4,8,10,2
Szakoly,1,1-4,27,34,7
Szakoly,43,1-4,24,30,6
Szakoly,45,1-4,8,10,2
Szakoly,47,1-4,6,7,1
Szakoly,49,1-4,7,9,2
Szakoly,74,1-4,9,11,2
Szakoly,96,1-4,13,16,3
Szakony,1,1-4,10,12,2
Szakáld,1,1-4,12,15,3
Szakály,1,1-4,34,42,8
Szakály,43,1-4,11,14,3
Szakály,62,1-4,5,6,1
Szalafõ,1,1-4,9,11,2
Szalatnak,1,1-4,5,6,1
Szalkszentmárton,1,1-4,60,75,15
Szalkszentmárton,25,1-4,6,7,1
Szalkszentmárton,43,1-4,29,36,7
Szalkszentmárton,45,1-4,6,7,1
Szalkszentmárton,47,1-4,27,34,7
Szalkszentmárton,49,1-4,13,16,3
Szalkszentmárton,69,1-4,8,10,2
Szalkszentmárton,96,1-4,12,15,3
Szalonna,43,1-4,6,7,1
Szalánta,1,1-4,12,15,3
Szalánta,43,1-4,10,12,2
Szalánta,45,1-4,5,6,1
Szalánta,66,1-4,5,6,1
Szalánta,96,1-4,9,11,2
Szamosbecs,1,1-4,12,15,3
Szamoskér,1,1-4,11,14,3
Szamoskér,66,1-4,6,7,1
Szamosszeg,1,1-4,53,66,13
Szamosszeg,43,1-4,6,7,1
Szamosszeg,47,1-4,6,7,1
Szamossályi,1,1-4,6,7,1
Szamosújlak,1,1-4,13,16,3
Szamosújlak,47,1-4,5,6,1
Szanda,1,1-4,6,7,1
Szanda,43,1-4,7,9,2
Szank,1,1-4,114,142,28
Szank,25,1-4,7,9,2
Szank,43,1-4,17,21,4
Szank,45,1-4,6,7,1
Szank,47,1-4,9,11,2
Szank,49,1-4,5,6,1
Szank,69,1-4,5,6,1
Szank,96,1-4,14,17,3
Szany,1,1-4,30,37,7
Szarvas,1,1-4,178,221,43
Szarvas,1,10-19,9,11,2
Szarvas,1,20-49,17,21,4
Szarvas,1,5-9,6,7,1
Szarvas,10,1-4,8,10,2
Szarvas,16,1-4,5,6,1
Szarvas,25,20-49,5,6,1
Szarvas,32,20-49,5,6,1
Szarvas,41,1-4,28,35,7
Szarvas,43,1-4,165,205,40
Szarvas,43,5-9,9,11,2
Szarvas,45,1-4,39,49,10
Szarvas,46,1-4,37,46,9
Szarvas,46,10-19,5,6,1
Szarvas,46,5-9,5,6,1
Szarvas,47,1-4,130,162,32
Szarvas,47,10-19,7,9,2
Szarvas,47,5-9,7,9,2
Szarvas,49,1-4,26,32,6
Szarvas,52,1-4,5,6,1
Szarvas,55,1-4,19,24,5
Szarvas,56,1-4,30,37,7
Szarvas,56,10-19,6,7,1
Szarvas,56,5-9,10,12,2
Szarvas,58,1-4,5,6,1
Szarvas,62,1-4,33,41,8
Szarvas,63,1-4,6,7,1
Szarvas,66,1-4,39,49,10
Szarvas,68,1-4,34,42,8
Szarvas,69,1-4,40,50,10
Szarvas,69,5-9,6,7,1
Szarvas,70,1-4,39,49,10
Szarvas,73,1-4,8,10,2
Szarvas,74,1-4,64,80,16
Szarvas,77,1-4,10,12,2
Szarvas,81,1-4,31,39,8
Szarvas,82,1-4,22,27,5
Szarvas,85,1-4,63,78,15
Szarvas,86,1-4,33,41,8
Szarvas,88,1-4,10,12,2
Szarvas,90,1-4,21,26,5
Szarvas,93,1-4,21,26,5
Szarvas,94,1-4,10,12,2
Szarvas,95,1-4,12,15,3
Szarvas,96,1-4,100,124,24
Szarvasgede,74,1-4,5,6,1
Szarvaskend,1,1-4,10,12,2
Szarvaskõ,47,1-4,9,11,2
Szatmárcseke,1,1-4,20,25,5
Szatmárcseke,25,1-4,7,9,2
Szatmárcseke,32,1-4,8,10,2
Szatmárcseke,33,1-4,6,7,1
Szatmárcseke,43,1-4,8,10,2
Szatmárcseke,47,1-4,7,9,2
Szatymaz,1,1-4,167,208,41
Szatymaz,41,1-4,7,9,2
Szatymaz,42,1-4,6,7,1
Szatymaz,43,1-4,54,67,13
Szatymaz,45,1-4,18,22,4
Szatymaz,46,1-4,16,20,4
Szatymaz,47,1-4,36,45,9
Szatymaz,49,1-4,20,25,5
Szatymaz,53,1-4,5,6,1
Szatymaz,56,1-4,5,6,1
Szatymaz,62,1-4,6,7,1
Szatymaz,66,1-4,6,7,1
Szatymaz,68,1-4,11,14,3
Szatymaz,69,1-4,12,15,3
Szatymaz,70,1-4,11,14,3
Szatymaz,74,1-4,26,32,6
Szatymaz,81,1-4,11,14,3
Szatymaz,82,1-4,8,10,2
Szatymaz,85,1-4,23,29,6
Szatymaz,86,1-4,24,30,6
Szatymaz,90,1-4,6,7,1
Szatymaz,95,1-4,8,10,2
Szatymaz,96,1-4,27,34,7
Szava,1,1-4,11,14,3
Szebény,1,1-4,5,6,1
Szederkény,41,1-4,10,12,2
Szederkény,43,1-4,29,36,7
Szederkény,45,1-4,5,6,1
Szederkény,47,1-4,15,19,4
Szederkény,49,1-4,6,7,1
Szederkény,69,1-4,6,7,1
Szederkény,86,1-4,9,11,2
Szederkény,96,1-4,9,11,2
Szedres,1,1-4,34,42,8
Szedres,25,1-4,20,25,5
Szedres,43,1-4,7,9,2
Szedres,47,1-4,12,15,3
Szedres,96,1-4,6,7,1
Szeged,1,1-4,443,551,108
Szeged,1,10-19,7,9,2
Szeged,1,5-9,14,17,3
Szeged,1,50-249,5,6,1
Szeged,10,1-4,35,44,9
Szeged,10,10-19,6,7,1
Szeged,10,20-49,7,9,2
Szeged,10,5-9,7,9,2
Szeged,11,1-4,8,10,2
Szeged,13,1-4,20,25,5
Szeged,14,1-4,26,32,6
Szeged,16,1-4,33,41,8
Szeged,18,1-4,44,55,11
Szeged,18,10-19,5,6,1
Szeged,2,1-4,15,19,4
Szeged,20,1-4,11,14,3
Szeged,25,1-4,42,52,10
Szeged,25,5-9,5,6,1
Szeged,28,1-4,10,12,2
Szeged,31,1-4,9,11,2
Szeged,32,1-4,15,19,4
Szeged,33,1-4,22,27,5
Szeged,35,1-4,37,46,9
Szeged,37,1-4,6,7,1
Szeged,38,1-4,8,10,2
Szeged,41,1-4,225,280,55
Szeged,41,10-19,28,35,7
Szeged,41,20-49,14,17,3
Szeged,41,5-9,36,45,9
Szeged,42,1-4,63,78,15
Szeged,42,20-49,9,11,2
Szeged,42,5-9,7,9,2
Szeged,43,1-4,1277,1588,311
Szeged,43,10-19,44,55,11
Szeged,43,20-49,12,15,3
Szeged,43,5-9,76,95,19
Szeged,45,1-4,325,404,79
Szeged,45,10-19,16,20,4
Szeged,45,20-49,6,7,1
Szeged,45,5-9,44,55,11
Szeged,46,1-4,444,552,108
Szeged,46,10-19,38,47,9
Szeged,46,20-49,26,32,6
Szeged,46,5-9,78,97,19
Szeged,46,50-249,8,10,2
Szeged,47,1-4,1181,1468,287
Szeged,47,10-19,56,70,14
Szeged,47,20-49,25,31,6
Szeged,47,5-9,148,184,36
Szeged,47,50-249,5,6,1
Szeged,49,1-4,350,435,85
Szeged,49,10-19,9,11,2
Szeged,49,20-49,14,17,3
Szeged,49,5-9,26,32,6
Szeged,52,1-4,63,78,15
Szeged,52,5-9,6,7,1
Szeged,53,1-4,229,285,56
Szeged,55,1-4,60,75,15
Szeged,56,1-4,288,358,70
