settlement_original,settlement,settlement_ascii_tensor,county,population,settlement_ascii_hier,population_share_country,county_population_total,population_share_in_county,settlement_ascii
Nagymizdó,nagymizdó,nagymizdo,Vas,114.0,nagymizdo,1.0114588528335354e-05,248199.0,0.00045930886103489536,
Nagyrákos,nagyrákos,nagyrakos,Vas,253.0,nagyrakos,2.2447288576042498e-05,248199.0,0.0010193433494897239,
Nemesrempehollós,nemesrempehollós,nemesrempehollos,Vas,258.0,nemesrempehollos,2.2890910879916855e-05,248199.0,0.0010394884749737106,
Pankasz,pankasz,pankasz,Vas,392.0,pankasz,3.477998862374964e-05,248199.0,0.0015793778379445526,
Pinkamindszent,pinkamindszent,pinkamindszent,Vas,175.0,pinkamindszent,1.5526780635602516e-05,248199.0,0.0007050793919395324,
Rádóckölked,rádóckölked,radockolked,Vas,311.0,radockolked,2.7593307300985045e-05,248199.0,0.001253026805103969,
Szaknyér,szaknyér,szaknyer,Vas,44.0,szaknyer,3.903876274094347e-06,248199.0,0.00017727710425908242,
Szarvaskend,szarvaskend,szarvaskend,Vas,206.0,szarvaskend,1.8277238919623534e-05,248199.0,0.0008299791699402496,
Szatta,szatta,szatta,Vas,65.0,szatta,5.76708995036665e-06,248199.0,0.00026188663129182634,
Vasalja,vasalja,vasalja,Vas,300.0,vasalja,2.6617338232461457e-05,248199.0,0.0012087075290391984,
Velemér,velemér,velemer,Vas,71.0,velemer,6.299436715015879e-06,248199.0,0.00028606078187261026,
Viszák,viszák,viszak,Vas,251.0,viszak,2.2269839654492754e-05,248199.0,0.0010112852992961293,
Bozsok,bozsok,bozsok,Vas,357.0,bozsok,3.1674632496629136e-05,248199.0,0.0014383619595566461,
Bük,bük,buk,Vas,4099.0,buk,0.0003636815647161984,248199.0,0.016514973871772247,
Cák,cák,cak,Vas,299.0,cak,2.6528613771686586e-05,248199.0,0.001204678503942401,
Csepreg,csepreg,csepreg,Vas,3183.0,csepreg,0.00028240995864641606,248199.0,0.012824386883105894,
Gyöngyösfalu,gyöngyösfalu,gyongyosfalu,Vas,1099.0,gyongyosfalu,9.750818239158381e-05,248199.0,0.004427898581380264,
Horvátzsidány,horvátzsidány,horvatzsidany,Vas,819.0,horvatzsidany,7.266533337461978e-05,248199.0,0.0032997715542770114,
Iklanberény,iklanberény,iklanbereny,Vas,48.0,iklanbereny,4.258774117193833e-06,248199.0,0.00019339320464627175,
Kiszsidány,kiszsidány,kiszsidany,Vas,89.0,kiszsidany,7.896477008963565e-06,248199.0,0.00035858323361496217,
Lócs,lócs,locs,Vas,145.0,locs,1.2865046812356371e-05,248199.0,0.0005842086390356125,
Lukácsháza,lukácsháza,lukacshaza,Vas,1062.0,lukacshaza,9.422537734291356e-05,248199.0,0.004278824652798763,
Nemescsó,nemescsó,nemescso,Vas,306.0,nemescso,2.7149684997110687e-05,248199.0,0.0012328816796199824,
Ólmod,ólmod,olmod,Vas,113.0,olmod,1.0025864067560483e-05,248199.0,0.00045527983593809804,
Peresznye,peresznye,peresznye,Vas,492.0,peresznye,4.3652434701236793e-05,248199.0,0.001982280347624285,
Pusztacsó,pusztacsó,pusztacso,Vas,165.0,pusztacso,1.4639536027853802e-05,248199.0,0.0006647891409715591,
Tormásliget,tormásliget,tormasliget,Vas,303.0,tormasliget,2.6883511614786072e-05,248199.0,0.0012207946043295904,
Tömörd,tömörd,tomord,Vas,272.0,tomord,2.4133053330765057e-05,248199.0,0.0010958948263288732,
Velem,velem,velem,Vas,383.0,velem,3.39814684767758e-05,248199.0,0.0015431166120733765,
Bejcgyertyános,bejcgyertyános,bejcgyertyanos,Vas,416.0,bejcgyertyanos,3.6909375682346555e-05,248199.0,0.0016760744402676885,
Bögöt,bögöt,bogot,Vas,379.0,bogot,3.362657063367631e-05,248199.0,0.0015270005116861873,
Bögöte,bögöte,bogote,Vas,298.0,bogote,2.6439889310911714e-05,248199.0,0.0012006494788456038,
Chernelházadamonya,chernelházadamonya,chernelhazadamonya,Vas,200.0,chernelhazadamonya,1.7744892154974305e-05,248199.0,0.0008058050193594656,
Csánig,csánig,csanig,Vas,361.0,csanig,3.202953033972862e-05,248199.0,0.0014544780599438354,
Csénye,csénye,csenye,Vas,645.0,csenye,5.722727719979214e-05,248199.0,0.0025987211874342765,
Gérce,gérce,gerce,Vas,1078.0,gerce,9.56449687153115e-05,248199.0,0.00434328905434752,
Gór,gór,gor,Vas,338.0,gor,2.9988867741906577e-05,248199.0,0.0013618104827174968,
Hegyfalu,hegyfalu,hegyfalu,Vas,737.0,hegyfalu,6.538992759108032e-05,248199.0,0.002969391496339631,
Hosszúpereszteg,hosszúpereszteg,hosszupereszteg,Vas,605.0,hosszupereszteg,5.3678298768797276e-05,248199.0,0.0024375601835623832,
Ikervár,ikervár,ikervar,Vas,1614.0,ikervar,0.00014320127969064263,248199.0,0.0065028465062308876,
Jákfa,jákfa,jakfa,Vas,483.0,jakfa,4.2853914554262946e-05,248199.0,0.0019460191217531093,
Káld,káld,kald,Vas,968.0,kald,8.588527803007564e-05,248199.0,0.0039000962936998136,
Kenéz,kenéz,kenez,Vas,246.0,kenez,2.1826217350618397e-05,248199.0,0.0009911401738121426,
Megyehíd,megyehíd,megyehid,Vas,304.0,megyehid,2.6972236075560944e-05,248199.0,0.0012248236294263876,
Meggyeskovácsi,meggyeskovácsi,meggyeskovacsi,Vas,718.0,meggyeskovacsi,6.370416283635776e-05,248199.0,0.0028928400195004813,
Mesterháza,mesterháza,mesterhaza,Vas,140.0,mesterhaza,1.2421424508482015e-05,248199.0,0.0005640635135516259,
Nagygeresd,nagygeresd,nagygeresd,Vas,255.0,nagygeresd,2.262473749759224e-05,248199.0,0.0010274013996833186,
Nemesládony,nemesládony,nemesladony,Vas,154.0,nemesladony,1.3663566959330215e-05,248199.0,0.0006204698649067885,
Nick,nick,nick,Vas,552.0,nick,4.897590234772909e-05,248199.0,0.002224021853432125,
Pecöl,pecöl,pecol,Vas,747.0,pecol,6.627717219882904e-05,248199.0,0.003009681747307604,
Porpác,porpác,porpac,Vas,166.0,porpac,1.4728260488628674e-05,248199.0,0.0006688181660683564,
Pósfa,pósfa,posfa,Vas,260.0,posfa,2.30683598014666e-05,248199.0,0.0010475465251673054,
Rábapaty,rábapaty,rabapaty,Vas,1715.0,rabapaty,0.00015216245022890468,248199.0,0.006909778041007417,
Répcelak,répcelak,repcelak,Vas,2398.0,repcelak,0.00021276125693814194,248199.0,0.009661602182119993,
Répceszentgyörgy,répceszentgyörgy,repceszentgyorgy,Vas,139.0,repceszentgyorgy,1.2332700047707143e-05,248199.0,0.0005600344884548286,
Sajtoskál,sajtoskál,sajtoskal,Vas,374.0,sajtoskal,3.318294832980195e-05,248199.0,0.0015068553862022007,
Sárvár,sárvár,sarvar,Vas,14200.0,sarvar,0.0012598873430031757,248199.0,0.05721215637452206,
Simaság,simaság,simasag,Vas,518.0,simasag,4.5959270681383454e-05,248199.0,0.0020870350001410158,
Sitke,sitke,sitke,Vas,690.0,sitke,6.121987793466136e-05,248199.0,0.002780027316790156,
Sótony,sótony,sotony,Vas,589.0,sotony,5.225870739639933e-05,248199.0,0.002373095782013626,
Szeleste,szeleste,szeleste,Vas,635.0,szeleste,5.634003259204342e-05,248199.0,0.0025584309364663034,
Tompaládony,tompaládony,tompaladony,Vas,329.0,tompaladony,2.9190347594932733e-05,248199.0,0.001325549256846321,
Uraiújfalu,uraiújfalu,uraiujfalu,Vas,830.0,uraiujfalu,7.364130244314337e-05,248199.0,0.0033440908303417824,
Vámoscsalád,vámoscsalád,vamoscsalad,Vas,275.0,vamoscsalad,2.4399226713089672e-05,248199.0,0.0011079819016192652,
Vásárosmiske,vásárosmiske,vasarosmiske,Vas,348.0,vasarosmiske,3.087611234965529e-05,248199.0,0.00140210073368547,
Vasegerszeg,vasegerszeg,vasegerszeg,Vas,322.0,vasegerszeg,2.8569276369508632e-05,248199.0,0.0012973460811687397,
Vashosszúfalu,vashosszúfalu,vashosszufalu,Vas,352.0,vashosszufalu,3.1231010192754775e-05,248199.0,0.0014182168340726594,
Zsédeny,zsédeny,zsedeny,Vas,212.0,zsedeny,1.8809585684272764e-05,248199.0,0.0008541533205210335,
Alsószölnök,alsószölnök,alsoszolnok,Vas,342.0,alsoszolnok,3.0343765585006063e-05,248199.0,0.001377926583104686,
Apátistvánfalva,apátistvánfalva,apatistvanfalva,Vas,385.0,apatistvanfalva,3.415891739832554e-05,248199.0,0.0015511746622669713,
Csörötnek,csörötnek,csorotnek,Vas,774.0,csorotnek,6.867273263975057e-05,248199.0,0.0031184654249211317,
Gasztony,gasztony,gasztony,Vas,419.0,gasztony,3.717554906467117e-05,248199.0,0.0016881615155580805,
Kétvölgy,kétvölgy,ketvolgy,Vas,99.0,ketvolgy,8.783721616712281e-06,248199.0,0.00039887348458293547,
Kondorfa,kondorfa,kondorfa,Vas,483.0,kondorfa,4.2853914554262946e-05,248199.0,0.0019460191217531093,
Magyarlak,magyarlak,magyarlak,Vas,744.0,magyarlak,6.601099881650441e-05,248199.0,0.002997594672017212,
Nemesmedves,nemesmedves,nemesmedves,Vas,23.0,nemesmedves,2.040662597822045e-06,248199.0,9.266757722633854e-05,
Orfalu,orfalu,orfalu,Vas,71.0,orfalu,6.299436715015879e-06,248199.0,0.00028606078187261026,
Rábagyarmat,rábagyarmat,rabagyarmat,Vas,726.0,rabagyarmat,6.441395852255673e-05,248199.0,0.00292507222027486,
Rátót,rátót,ratot,Vas,243.0,ratot,2.1560043968293782e-05,248199.0,0.0009790530985217508,
Rönök,rönök,ronok,Vas,341.0,ronok,3.025504112423119e-05,248199.0,0.0013738975580078888,
Szakonyfalu,szakonyfalu,szakonyfalu,Vas,323.0,szakonyfalu,2.8658000830283503e-05,248199.0,0.001301375106265537,
Szentgotthárd,szentgotthárd,szentgotthard,Vas,8287.0,szentgotthard,0.0007352596064413604,248199.0,0.03338853097715946,
Vasszentmihály,vasszentmihály,vasszentmihaly,Vas,349.0,vasszentmihaly,3.0964836810430164e-05,248199.0,0.0014061297587822674,
Acsád,acsád,acsad,Vas,603.0,acsad,5.350084984724753e-05,248199.0,0.0024295021333687887,
Balogunyom,balogunyom,balogunyom,Vas,1069.0,balogunyom,9.484644856833766e-05,248199.0,0.004307027828476344,
Bozzai,bozzai,bozzai,Vas,301.0,bozzai,2.670606269323633e-05,248199.0,0.0012127365541359956,
Bucsu,bucsu,bucsu,Vas,596.0,bucsu,5.287977862182343e-05,248199.0,0.0024012989576912076,
Csempeszkopács,csempeszkopács,csempeszkopacs,Vas,321.0,csempeszkopacs,2.848055190873376e-05,248199.0,0.0012933170560719422,
Dozmat,dozmat,dozmat,Vas,337.0,dozmat,2.9900143281131705e-05,248199.0,0.0013577814576206995,
Gencsapáti,gencsapáti,gencsapati,Vas,2684.0,gencsapati,0.0002381364527197552,248199.0,0.010813903359804028,
Gyanógeregye,gyanógeregye,gyanogeregye,Vas,147.0,gyanogeregye,1.3042495733906114e-05,248199.0,0.0005922666892292072,
Ják,ják,jak,Vas,2535.0,jak,0.00022491650806429932,248199.0,0.010213578620381226,
Kisunyom,kisunyom,kisunyom,Vas,446.0,kisunyom,3.95711095055927e-05,248199.0,0.0017969451931716084,
Meszlen,meszlen,meszlen,Vas,203.0,meszlen,1.801106553729892e-05,248199.0,0.0008178920946498576,
Nárai,nárai,narai,Vas,1527.0,narai,0.0001354822516032288,248199.0,0.00615232132280952,
Narda,narda,narda,Vas,496.0,narda,4.400733254433628e-05,248199.0,0.0019983964480114746,
Nemeskolta,nemeskolta,nemeskolta,Vas,358.0,nemeskolta,3.1763356957404005e-05,248199.0,0.0014423909846534434,
Perenye,perenye,perenye,Vas,630.0,perenye,5.589641028816906e-05,248199.0,0.002538285810982317,
Pornóapáti,pornóapáti,pornoapati,Vas,391.0,pornoapati,3.469126416297477e-05,248199.0,0.0015753488128477553,
Rábatöttös,rábatöttös,rabatottos,Vas,209.0,rabatottos,1.854341230194815e-05,248199.0,0.0008420662452306415,
Rum,rum,rum,Vas,1204.0,rum,0.00010682425077294532,248199.0,0.0048509462165439825,
Salköveskút,salköveskút,salkoveskut,Vas,446.0,salkoveskut,3.95711095055927e-05,248199.0,0.0017969451931716084,
Sé,sé,se,Vas,1312.0,se,0.00011640649253663144,248199.0,0.005286080926998094,
Sorkifalud,sorkifalud,sorkifalud,Vas,639.0,sorkifalud,5.669493043514291e-05,248199.0,0.0025745470368534924,
Sorkikápolna,sorkikápolna,sorkikapolna,Vas,226.0,sorkikapolna,2.0051728135120966e-05,248199.0,0.0009105596718761961,
Sorokpolány,sorokpolány,sorokpolany,Vas,762.0,sorokpolany,6.760803911045211e-05,248199.0,0.003070117123759564,
Söpte,söpte,sopte,Vas,762.0,sopte,6.760803911045211e-05,248199.0,0.003070117123759564,
Szentpéterfa,szentpéterfa,szentpeterfa,Vas,962.0,szentpeterfa,8.53529312654264e-05,248199.0,0.0038759221431190296,
Szombathely,szombathely,szombathely,Vas,77757.0,szombathely,0.006898947896471686,248199.0,0.31328490445166984,
Tanakajd,tanakajd,tanakajd,Vas,772.0,tanakajd,6.849528371820082e-05,248199.0,0.003110407374727537,
Táplánszentkereszt,táplánszentkereszt,taplanszentkereszt,Vas,2617.0,taplanszentkereszt,0.0002321919138478388,248199.0,0.010543958678318607,
Torony,torony,torony,Vas,1950.0,torony,0.00017301269851099948,248199.0,0.00785659893875479,
Vasasszonyfa,vasasszonyfa,vasasszonyfa,Vas,431.0,vasasszonyfa,3.824024259396963e-05,248199.0,0.0017365098167196483,
Vaskeresztes,vaskeresztes,vaskeresztes,Vas,325.0,vaskeresztes,2.8835449751833246e-05,248199.0,0.0013094331564591315,
Vassurány,vassurány,vassurany,Vas,712.0,vassurany,6.317181607170852e-05,248199.0,0.0028686658689196973,
Vasszécseny,vasszécseny,vasszecseny,Vas,1300.0,vasszecseny,0.00011534179900733299,248199.0,0.005237732625836526,
Vasszilvágy,vasszilvágy,vasszilvagy,Vas,384.0,vasszilvagy,3.4070192937550665e-05,248199.0,0.001547145637170174,
Vát,vát,vat,Vas,607.0,vat,5.385574769034702e-05,248199.0,0.002445618233755978,
Vép,vép,vep,Vas,3265.0,vep,0.00028968536442995553,248199.0,0.013154766941043276,
Zsennye,zsennye,zsennye,Vas,107.0,zsennye,9.493517302911253e-06,248199.0,0.0004311056853573141,
Alsóújlak,alsóújlak,alsoujlak,Vas,538.0,alsoujlak,4.7733759896880885e-05,248199.0,0.0021676155020769624,
Andrásfa,andrásfa,andrasfa,Vas,223.0,andrasfa,1.978555475279635e-05,248199.0,0.0008984725965858042,
Bérbaltavár,bérbaltavár,berbaltavar,Vas,482.0,berbaltavar,4.276519009348808e-05,248199.0,0.001941990096656312,
Csehi,csehi,csehi,Vas,244.0,csehi,2.1648768429068654e-05,248199.0,0.000983082123618548,
Csehimindszent,csehimindszent,csehimindszent,Vas,324.0,csehimindszent,2.8746725291058375e-05,248199.0,0.0013054041313623342,
Csipkerek,csipkerek,csipkerek,Vas,393.0,csipkerek,3.486871308452451e-05,248199.0,0.0015834068630413499,
Egervölgy,egervölgy,egervolgy,Vas,342.0,egervolgy,3.0343765585006063e-05,248199.0,0.001377926583104686,
Gersekarát,gersekarát,gersekarat,Vas,648.0,gersekarat,5.749345058211675e-05,248199.0,0.0026108082627246685,
Hegyhátszentpéter,hegyhátszentpéter,hegyhatszentpeter,Vas,136.0,hegyhatszentpeter,1.2066526665382529e-05,248199.0,0.0005479474131644366,
Kám,kám,kam,Vas,408.0,kam,3.619957999614758e-05,248199.0,0.00164384223949331,
Mikosszéplak,mikosszéplak,mikosszeplak,Vas,308.0,mikosszeplak,2.732713391866043e-05,248199.0,0.001240939729813577,
Nagytilaj,nagytilaj,nagytilaj,Vas,149.0,nagytilaj,1.3219944655455857e-05,248199.0,0.0006003247394228019,
Olaszfa,olaszfa,olaszfa,Vas,385.0,olaszfa,3.415891739832554e-05,248199.0,0.0015511746622669713,
Oszkó,oszkó,oszko,Vas,587.0,oszko,5.208125847484959e-05,248199.0,0.0023650377318200316,
Pácsony,pácsony,pacsony,Vas,268.0,pacsony,2.377815548766557e-05,248199.0,0.001079778725941684,
Püspökmolnári,püspökmolnári,puspokmolnari,Vas,882.0,puspokmolnari,7.82549744034367e-05,248199.0,0.003553600135375243,
Rábahídvég,rábahídvég,rabahidveg,Vas,940.0,rabahidveg,8.340099312837924e-05,248199.0,0.0037872835909894885,
Sárfimizdó,sárfimizdó,sarfimizdo,Vas,85.0,sarfimizdo,7.54157916586408e-06,248199.0,0.0003424671332277729,
Szemenye,szemenye,szemenye,Vas,339.0,szemenye,3.0077592202681448e-05,248199.0,0.001365839507814294,
Telekes,telekes,telekes,Vas,425.0,telekes,3.77078958293204e-05,248199.0,0.0017123356661388643,
Vasvár,vasvár,vasvar,Vas,3896.0,vasvar,0.00034567049917889946,248199.0,0.01569708177712239,
Alsópáhok,alsópáhok,alsopahok,Zala,1443.0,alsopahok,0.00012802939689813962,260124.0,0.005547354338700005,
Balatongyörök,balatongyörök,balatongyorok,Zala,1283.0,balatongyorok,0.00011383348317416017,260124.0,0.004932263074533684,
Bókaháza,bókaháza,bokahaza,Zala,244.0,bokahaza,2.1648768429068654e-05,260124.0,0.0009380141778536391,
Cserszegtomaj,cserszegtomaj,cserszegtomaj,Zala,3439.0,cserszegtomaj,0.0003051234206047832,260124.0,0.013220617859174855,
Dióskál,dióskál,dioskal,Zala,418.0,dioskal,3.70868246038963e-05,260124.0,0.0016069259276345128,
Egeraracsa,egeraracsa,egeraracsa,Zala,322.0,egeraracsa,2.8569276369508632e-05,260124.0,0.0012378711691347203,
Esztergályhorváti,esztergályhorváti,esztergalyhorvati,Zala,431.0,esztergalyhorvati,3.824024259396963e-05,260124.0,0.0016569020928480264,
Gétye,gétye,getye,Zala,90.0,getye,7.985201469738437e-06,260124.0,0.0003459888360935554,
Gyenesdiás,gyenesdiás,gyenesdias,Zala,3939.0,gyenesdias,0.00034948565099221897,260124.0,0.015142778059694608,
Hévíz,hévíz,heviz,Zala,4531.0,heviz,0.0004020105317709429,260124.0,0.017418615737109993,
Karmacs,karmacs,karmacs,Zala,748.0,karmacs,6.63658966596039e-05,260124.0,0.0028755516599775492,
Keszthely,keszthely,keszthely,Zala,17849.0,keszthely,0.001583642900370682,260124.0,0.06861727483815411,
Ligetfalva,ligetfalva,ligetfalva,Zala,63.0,ligetfalva,5.5896410288169065e-06,260124.0,0.00024219218526548876,
Nemesbük,nemesbük,nemesbuk,Zala,730.0,nemesbuk,6.476885636565622e-05,260124.0,0.002806353892758838,
Rezi,rezi,rezi,Zala,1352.0,rezi,0.00011995547096762631,260124.0,0.00519752118220541,
Sármellék,sármellék,sarmellek,Zala,1749.0,sarmellek,0.0001551790818952503,260124.0,0.006723716381418093,
Szentgyörgyvár,szentgyörgyvár,szentgyorgyvar,Zala,363.0,szentgyorgyvar,3.2206979261278366e-05,260124.0,0.00139548830557734,
Vállus,vállus,vallus,Zala,101.0,vallus,8.961170538262024e-06,260124.0,0.0003882763605049899,
Várvölgy,várvölgy,varvolgy,Zala,937.0,varvolgy,8.313481974605463e-05,260124.0,0.0036021282157740154,
Vindornyafok,vindornyafok,vindornyafok,Zala,114.0,vindornyafok,1.0114588528335354e-05,260124.0,0.0004382525257185035,
Vindornyalak,vindornyalak,vindornyalak,Zala,98.0,vindornyalak,8.69499715593741e-06,260124.0,0.00037674339930187143,
Vonyarcvashegy,vonyarcvashegy,vonyarcvashegy,Zala,2431.0,vonyarcvashegy,0.00021568916414371267,260124.0,0.009345542894927035,
Zalaapáti,zalaapáti,zalaapati,Zala,1659.0,zalaapati,0.00014719388042551187,260124.0,0.006377727545324538,
Zalacsány,zalacsány,zalacsany,Zala,1016.0,zalacsany,9.014405214726948e-05,260124.0,0.0039058295274561365,
Zalaköveskút,zalaköveskút,zalakoveskut,Zala,40.0,zalakoveskut,3.548978430994861e-06,260124.0,0.00015377281604158017,
Zalaszántó,zalaszántó,zalaszanto,Zala,906.0,zalaszanto,8.038436146203361e-05,260124.0,0.003482954283341791,
Zalaszentmárton,zalaszentmárton,zalaszentmarton,Zala,57.0,zalaszentmarton,5.057294264167677e-06,260124.0,0.00021912626285925174,
Zalavár,zalavár,zalavar,Zala,835.0,zalavar,7.408492474701772e-05,260124.0,0.0032100075348679862,
Alsószenterzsébet,alsószenterzsébet,alsoszenterzsebet,Zala,48.0,alsoszenterzsebet,4.258774117193833e-06,260124.0,0.0001845273792498962,
Baglad,baglad,baglad,Zala,43.0,baglad,3.815151813319475e-06,260124.0,0.00016530577724469867,
Barlahida,barlahida,barlahida,Zala,119.0,barlahida,1.0558210832209712e-05,260124.0,0.000457474127723701,
Bödeháza,bödeháza,bodehaza,Zala,52.0,bodehaza,4.613671960293319e-06,260124.0,0.00019990466085405422,
Csesztreg,csesztreg,csesztreg,Zala,770.0,csesztreg,6.831783479665108e-05,260124.0,0.002960126708800418,
Csömödér,csömödér,csomoder,Zala,567.0,csomoder,5.030676925935216e-05,260124.0,0.002179729667389399,
Dobri,dobri,dobri,Zala,132.0,dobri,1.1711628822283042e-05,260124.0,0.0005074502929372145,
Gáborjánháza,gáborjánháza,gaborjanhaza,Zala,64.0,gaborjanhaza,5.678365489591778e-06,260124.0,0.0002460365056665283,
Gosztola,gosztola,gosztola,Zala,56.0,gosztola,4.968569803392806e-06,260124.0,0.00021528194245821225,
Hernyék,hernyék,hernyek,Zala,77.0,hernyek,6.8317834796651075e-06,260124.0,0.00029601267088004185,
Kálócfa,kálócfa,kalocfa,Zala,126.0,kalocfa,1.1179282057633813e-05,260124.0,0.0004843843705309775,
Kányavár,kányavár,kanyavar,Zala,120.0,kanyavar,1.0646935292984584e-05,260124.0,0.0004613184481247405,
Kerkabarabás,kerkabarabás,kerkabarabas,Zala,270.0,kerkabarabas,2.3955604409215314e-05,260124.0,0.0010379665082806662,
Kerkafalva,kerkafalva,kerkafalva,Zala,122.0,kerkafalva,1.0824384214534327e-05,260124.0,0.00046900708892681954,
Kerkakutas,kerkakutas,kerkakutas,Zala,127.0,kerkakutas,1.1268006518408685e-05,260124.0,0.00048822869093201706,
Kerkateskánd,kerkateskánd,kerkateskand,Zala,170.0,kerkateskand,1.508315833172816e-05,260124.0,0.0006535344681767157,
Kissziget,kissziget,kissziget,Zala,157.0,kissziget,1.392974034165483e-05,260124.0,0.0006035583029632022,
Kozmadombja,kozmadombja,kozmadombja,Zala,34.0,kozmadombja,3.016631666345632e-06,260124.0,0.00013070689363534315,
Lendvadedes,lendvadedes,lendvadedes,Zala,32.0,lendvadedes,2.839182744795889e-06,260124.0,0.00012301825283326414,
Lendvajakabfa,lendvajakabfa,lendvajakabfa,Zala,31.0,lendvajakabfa,2.7504582840210175e-06,260124.0,0.00011917393243222463,
Lenti,lenti,lenti,Zala,6955.0,lenti,0.0006170786246892315,260124.0,0.02673724838922975,
Lovászi,lovászi,lovaszi,Zala,1090.0,lovaszi,9.670966224460997e-05,260124.0,0.004190309237133059,
Magyarföld,magyarföld,magyarfold,Zala,37.0,magyarfold,3.2828050486702464e-06,260124.0,0.00014223985483846166,
Márokföld,márokföld,marokfold,Zala,62.0,marokfold,5.500916568042035e-06,260124.0,0.00023834786486444926,
Mikekarácsonyfa,mikekarácsonyfa,mikekaracsonyfa,Zala,321.0,mikekaracsonyfa,2.848055190873376e-05,260124.0,0.0012340268487336808,
Nemesnép,nemesnép,nemesnep,Zala,113.0,nemesnep,1.0025864067560483e-05,260124.0,0.000434408205317464,
Nova,nova,nova,Zala,724.0,nova,6.423650960100698e-05,260124.0,0.002783287970352601,
Ortaháza,ortaháza,ortahaza,Zala,82.0,ortahaza,7.275405783539465e-06,260124.0,0.0003152342728852394,
Páka,páka,paka,Zala,945.0,paka,8.38446154322536e-05,260124.0,0.0036328827789823314,
Pórszombat,pórszombat,porszombat,Zala,240.0,porszombat,2.1293870585969167e-05,260124.0,0.000922636896249481,
Pördefölde,pördefölde,pordefolde,Zala,67.0,pordefolde,5.944538871916393e-06,260124.0,0.0002575694668696468,
Pusztaapáti,pusztaapáti,pusztaapati,Zala,20.0,pusztaapati,1.7744892154974305e-06,260124.0,7.688640802079008e-05,
Ramocsa,ramocsa,ramocsa,Zala,29.0,ramocsa,2.5730093624712744e-06,260124.0,0.00011148529163014562,
Rédics,rédics,redics,Zala,878.0,redics,7.790007656033721e-05,260124.0,0.0033753133121126847,
Resznek,resznek,resznek,Zala,246.0,resznek,2.1826217350618397e-05,260124.0,0.0009457028186557181,
Szécsisziget,szécsisziget,szecsisziget,Zala,192.0,szecsisziget,1.7035096468775333e-05,260124.0,0.0007381095169995848,
Szentgyörgyvölgy,szentgyörgyvölgy,szentgyorgyvolgy,Zala,354.0,szentgyorgyvolgy,3.140845911430452e-05,260124.0,0.0013608894219679845,
Szijártóháza,szijártóháza,szijartohaza,Zala,45.0,szijartohaza,3.9926007348692185e-06,260124.0,0.0001729944180467777,
Szilvágy,szilvágy,szilvagy,Zala,190.0,szilvagy,1.685764754722559e-05,260124.0,0.0007304208761975058,
Tormafölde,tormafölde,tormafolde,Zala,333.0,tormafolde,2.954524543803222e-05,260124.0,0.001280158693546155,
Tornyiszentmiklós,tornyiszentmiklós,tornyiszentmiklos,Zala,474.0,tornyiszentmiklos,4.2055394407289105e-05,260124.0,0.001822207870092725,
Zalabaksa,zalabaksa,zalabaksa,Zala,601.0,zalabaksa,5.332340092569779e-05,260124.0,0.002310436561024742,
Zalaszombatfa,zalaszombatfa,zalaszombatfa,Zala,38.0,zalaszombatfa,3.371529509445118e-06,260124.0,0.00014608417523950115,
Zebecke,zebecke,zebecke,Zala,59.0,zebecke,5.23474318571742e-06,260124.0,0.00022681490366133076,
Bánokszentgyörgy,bánokszentgyörgy,banokszentgyorgy,Zala,548.0,banokszentgyorgy,4.86210045046296e-05,260124.0,0.0021066875797696484,
Bázakerettye,bázakerettye,bazakerettye,Zala,715.0,bazakerettye,6.343798945403315e-05,260124.0,0.0027486890867432457,
Becsehely,becsehely,becsehely,Zala,1868.0,becsehely,0.00016573729272746,260124.0,0.007181190509141794,
Borsfa,borsfa,borsfa,Zala,673.0,borsfa,5.971156210148854e-05,260124.0,0.002587227629899586,
Bucsuta,bucsuta,bucsuta,Zala,210.0,bucsuta,1.863213676272302e-05,260124.0,0.0008073072842182959,
Csörnyeföld,csörnyeföld,csornyefold,Zala,351.0,csornyefold,3.114228573197991e-05,260124.0,0.001349356460764866,
Kerkaszentkirály,kerkaszentkirály,kerkaszentkiraly,Zala,186.0,kerkaszentkiraly,1.6502749704126103e-05,260124.0,0.0007150435945933478,
Kiscsehi,kiscsehi,kiscsehi,Zala,161.0,kiscsehi,1.4284638184754316e-05,260124.0,0.0006189355845673602,
Kistolmács,kistolmács,kistolmacs,Zala,157.0,kistolmacs,1.392974034165483e-05,260124.0,0.0006035583029632022,
Lasztonya,lasztonya,lasztonya,Zala,49.0,lasztonya,4.347498577968705e-06,260124.0,0.00018837169965093571,
Letenye,letenye,letenye,Zala,3745.0,letenye,0.0003322731056018939,260124.0,0.014396979901892943,
Lispeszentadorján,lispeszentadorján,lispeszentadorjan,Zala,229.0,lispeszentadorjan,2.031790151744558e-05,260124.0,0.0008803493718380465,
Maróc,maróc,maroc,Zala,57.0,maroc,5.057294264167677e-06,260124.0,0.00021912626285925174,
Molnári,molnári,molnari,Zala,589.0,molnari,5.225870739639933e-05,260124.0,0.002264304716212268,
Murarátka,murarátka,muraratka,Zala,229.0,muraratka,2.031790151744558e-05,260124.0,0.0008803493718380465,
Muraszemenye,muraszemenye,muraszemenye,Zala,488.0,muraszemenye,4.329753685813731e-05,260124.0,0.0018760283557072782,
Oltárc,oltárc,oltarc,Zala,227.0,oltarc,2.0140452595895837e-05,260124.0,0.0008726607310359675,
