settlement_original,settlement,settlement_ascii_tensor,county,population,settlement_ascii_hier,population_share_country,county_population_total,population_share_in_county,settlement_ascii
Tésenfa,tésenfa,tesenfa,Baranya,151.0,tesenfa,1.33973935770056e-05,353331.0,0.00042736131276338617,
Túrony,túrony,turony,Baranya,255.0,turony,2.262473749759224e-05,353331.0,0.0007217028791699567,
Újpetre,újpetre,ujpetre,Baranya,972.0,ujpetre,8.624017587317513e-05,353331.0,0.0027509615629537176,
Villány,villány,villany,Baranya,2010.0,villany,0.00017833616615749179,353331.0,0.005688716812280835,
Villánykövesd,villánykövesd,villanykovesd,Baranya,206.0,villanykovesd,1.8277238919623534e-05,353331.0,0.0005830227180745534,
Vokány,vokány,vokany,Baranya,794.0,vokany,7.0447221855248e-05,353331.0,0.002247184651219395,
Bicsérd,bicsérd,bicserd,Baranya,978.0,bicserd,8.677252263782435e-05,353331.0,0.0027679428071694812,
Boda,boda,boda,Baranya,417.0,boda,3.699810014312143e-05,353331.0,0.0011801964729955764,
Bükkösd,bükkösd,bukkosd,Baranya,1004.0,bukkosd,8.907935861797102e-05,353331.0,0.002841528198771124,
Cserdi,cserdi,cserdi,Baranya,382.0,cserdi,3.389274401600092e-05,353331.0,0.0010811392150702882,
Csonkamindszent,csonkamindszent,csonkamindszent,Baranya,180.0,csonkamindszent,1.5970402939476874e-05,353331.0,0.0005094373264729106,
Dinnyeberki,dinnyeberki,dinnyeberki,Baranya,92.0,dinnyeberki,8.16265039128818e-06,353331.0,0.00026037907797504323,
Gerde,gerde,gerde,Baranya,483.0,gerde,4.2853914554262946e-05,353331.0,0.001366990159368977,
Gyöngyfa,gyöngyfa,gyongyfa,Baranya,138.0,gyongyfa,1.2243975586932272e-05,353331.0,0.00039056861696256485,
Helesfa,helesfa,helesfa,Baranya,435.0,helesfa,3.859514043706912e-05,353331.0,0.0012311402056428675,
Hetvehely,hetvehely,hetvehely,Baranya,428.0,hetvehely,3.7974069211645014e-05,353331.0,0.00121132875405781,
Kacsóta,kacsóta,kacsota,Baranya,277.0,kacsota,2.4576675634639415e-05,353331.0,0.0007839674412944236,
Királyegyháza,királyegyháza,kiralyegyhaza,Baranya,827.0,kiralyegyhaza,7.337512906081875e-05,353331.0,0.002340581494406095,
Okorvölgy,okorvölgy,okorvolgy,Baranya,86.0,okorvolgy,7.63030362663895e-06,353331.0,0.00024339783375927954,
Pécsbagota,pécsbagota,pecsbagota,Baranya,102.0,pecsbagota,9.049894999036896e-06,353331.0,0.0002886811516679827,
Sumony,sumony,sumony,Baranya,395.0,sumony,3.5046162006074256e-05,353331.0,0.0011179319108711096,
Szabadszentkirály,szabadszentkirály,szabadszentkiraly,Baranya,714.0,szabadszentkiraly,6.334926499325827e-05,353331.0,0.002020768061675879,
Szentdénes,szentdénes,szentdenes,Baranya,321.0,szentdenes,2.848055190873376e-05,353331.0,0.0009084965655433573,
Szentkatalin,szentkatalin,szentkatalin,Baranya,93.0,szentkatalin,8.251374852063052e-06,353331.0,0.00026320928534433717,
Velény,velény,veleny,Baranya,144.0,veleny,1.27763223515815e-05,353331.0,0.0004075498611783285,
Zók,zók,zok,Baranya,249.0,zok,2.209239073294301e-05,353331.0,0.0007047216349541931,
Almamellék,almamellék,almamellek,Baranya,399.0,almamellek,3.540105984917374e-05,353331.0,0.0011292527403482854,
Almáskeresztúr,almáskeresztúr,almaskeresztur,Baranya,86.0,almaskeresztur,7.63030362663895e-06,353331.0,0.00024339783375927954,
Bánfa,bánfa,banfa,Baranya,189.0,banfa,1.6768923086450718e-05,353331.0,0.0005349091927965563,
Basal,basal,basal,Baranya,191.0,basal,1.694637200800046e-05,353331.0,0.0005405696075351441,
Boldogasszonyfa,boldogasszonyfa,boldogasszonyfa,Baranya,385.0,boldogasszonyfa,3.415891739832554e-05,353331.0,0.00108962983717817,
Botykapeterd,botykapeterd,botykapeterd,Baranya,319.0,botykapeterd,2.8303102987184017e-05,353331.0,0.0009028361508047695,
Bürüs,bürüs,burus,Baranya,77.0,burus,6.8317834796651075e-06,353331.0,0.00021792596743563402,
Csebény,csebény,csebeny,Baranya,74.0,csebeny,6.565610097340493e-06,353331.0,0.00020943534532775216,
Dencsháza,dencsháza,dencshaza,Baranya,513.0,dencshaza,4.551564837750909e-05,353331.0,0.0014518963804477955,
Gyöngyösmellék,gyöngyösmellék,gyongyosmellek,Baranya,264.0,gyongyosmellek,2.3423257644566085e-05,353331.0,0.0007471747454936024,
Hobol,hobol,hobol,Baranya,882.0,hobol,7.82549744034367e-05,353331.0,0.002496242899717262,
Horváthertelend,horváthertelend,horvathertelend,Baranya,45.0,horvathertelend,3.9926007348692185e-06,353331.0,0.00012735933161822765,
Ibafa,ibafa,ibafa,Baranya,177.0,ibafa,1.570422955715226e-05,353331.0,0.0005009467043650288,
Katádfa,katádfa,katadfa,Baranya,130.0,katadfa,1.15341799007333e-05,353331.0,0.00036792695800821326,
Kétújfalu,kétújfalu,ketujfalu,Baranya,632.0,ketujfalu,5.6073859209718805e-05,353331.0,0.0017886910573937753,
Kisdobsza,kisdobsza,kisdobsza,Baranya,240.0,kisdobsza,2.1293870585969167e-05,353331.0,0.0006792497686305476,
Kistamási,kistamási,kistamasi,Baranya,112.0,kistamasi,9.937139606785611e-06,353331.0,0.0003169832253609222,
Magyarlukafa,magyarlukafa,magyarlukafa,Baranya,82.0,magyarlukafa,7.275405783539465e-06,353331.0,0.00023207700428210375,
Merenye,merenye,merenye,Baranya,234.0,merenye,2.0761523821319938e-05,353331.0,0.0006622685244147839,
Molvány,molvány,molvany,Baranya,158.0,molvany,1.4018464802429701e-05,353331.0,0.0004471727643484438,
Mozsgó,mozsgó,mozsgo,Baranya,866.0,mozsgo,7.683538303103875e-05,353331.0,0.002450959581808559,
Nagydobsza,nagydobsza,nagydobsza,Baranya,525.0,nagydobsza,4.658034190680755e-05,353331.0,0.0014858588688793227,
Nagypeterd,nagypeterd,nagypeterd,Baranya,644.0,nagypeterd,5.7138552739017264e-05,353331.0,0.0018226535458253025,
Nagyváty,nagyváty,nagyvaty,Baranya,290.0,nagyvaty,2.5730093624712742e-05,353331.0,0.000820760137095245,
Nemeske,nemeske,nemeske,Baranya,209.0,nemeske,1.854341230194815e-05,353331.0,0.0005915133401824352,
Nyugotszenterzsébet,nyugotszenterzsébet,nyugotszenterzsebet,Baranya,205.0,nyugotszenterzsebet,1.8188514458848663e-05,353331.0,0.0005801925107052593,
Patapoklosi,patapoklosi,patapoklosi,Baranya,268.0,patapoklosi,2.377815548766557e-05,353331.0,0.0007584955749707781,
Pettend,pettend,pettend,Baranya,155.0,pettend,1.3752291420105087e-05,353331.0,0.00043868214224056197,
Rózsafa,rózsafa,rozsafa,Baranya,319.0,rozsafa,2.8303102987184017e-05,353331.0,0.0009028361508047695,
Somogyapáti,somogyapáti,somogyapati,Baranya,478.0,somogyapati,4.241029225038859e-05,353331.0,0.0013528391225225073,
Somogyhárságy,somogyhárságy,somogyharsagy,Baranya,346.0,somogyharsagy,3.0698663428105546e-05,353331.0,0.0009792517497757061,
Somogyhatvan,somogyhatvan,somogyhatvan,Baranya,315.0,somogyhatvan,2.794820514408453e-05,353331.0,0.0008915153213275937,
Somogyviszló,somogyviszló,somogyviszlo,Baranya,219.0,somogyviszlo,1.9430656909696865e-05,353331.0,0.0006198154138753746,
Szentegát,szentegát,szentegat,Baranya,326.0,szentegat,2.8924174212608118e-05,353331.0,0.0009226476023898271,
Szentlászló,szentlászló,szentlaszlo,Baranya,760.0,szentlaszlo,6.743059018890236e-05,353331.0,0.0021509576006634007,
Szigetvár,szigetvár,szigetvar,Baranya,9496.0,szigetvar,0.0008425274795181801,353331.0,0.026875649178815332,
Szörény,szörény,szoreny,Baranya,75.0,szoreny,6.654334558115364e-06,353331.0,0.00021226555269704612,
Szulimán,szulimán,szuliman,Baranya,236.0,szuliman,2.093897274286968e-05,353331.0,0.0006679289391533717,
Teklafalu,teklafalu,teklafalu,Baranya,338.0,teklafalu,2.9988867741906577e-05,353331.0,0.0009566100908213544,
Tótszentgyörgy,tótszentgyörgy,totszentgyorgy,Baranya,136.0,totszentgyorgy,1.2066526665382529e-05,353331.0,0.0003849082022239769,
Várad,várad,varad,Baranya,120.0,varad,1.0646935292984584e-05,353331.0,0.0003396248843152738,
Vásárosbéc,vásárosbéc,vasarosbec,Baranya,181.0,vasarosbec,1.6059127400251745e-05,353331.0,0.0005122675338422047,
Zádor,zádor,zador,Baranya,293.0,zador,2.5996267007037357e-05,353331.0,0.0008292507592031268,
Babócsa,babócsa,babocsa,Somogy,1344.0,babocsa,0.00011924567528142733,292691.0,0.004591873340827016,
Barcs,barcs,barcs,Somogy,9672.0,barcs,0.0008581429846145574,292691.0,0.033045088506308704,
Bélavár,bélavár,belavar,Somogy,292.0,belavar,2.5907542546262485e-05,292691.0,0.0009976391484534885,
Bolhó,bolhó,bolho,Somogy,631.0,bolho,5.598513474894394e-05,292691.0,0.0021558572009388742,
Csokonyavisonta,csokonyavisonta,csokonyavisonta,Somogy,1494.0,csokonyavisonta,0.00013255434439765808,292691.0,0.005104359204758602,
Darány,darány,darany,Somogy,796.0,darany,7.062467077679773e-05,292691.0,0.0027195916512636194,
Drávagárdony,drávagárdony,dravagardony,Somogy,144.0,dravagardony,1.27763223515815e-05,292691.0,0.0004919864293743231,
Drávatamási,drávatamási,dravatamasi,Somogy,303.0,dravatamasi,2.6883511614786072e-05,292691.0,0.001035221445141805,
Heresznye,heresznye,heresznye,Somogy,262.0,heresznye,2.324580872301634e-05,292691.0,0.0008951419756671712,
Homokszentgyörgy,homokszentgyörgy,homokszentgyorgy,Somogy,952.0,homokszentgyorgy,8.44656866576777e-05,292691.0,0.0032525769497524695,
Istvándi,istvándi,istvandi,Somogy,495.0,istvandi,4.3918608083561405e-05,292691.0,0.0016912033509742356,
Kálmáncsa,kálmáncsa,kalmancsa,Somogy,526.0,kalmancsa,4.6669066367582426e-05,292691.0,0.0017971170961867636,
Kastélyosdombó,kastélyosdombó,kastelyosdombo,Somogy,240.0,kastelyosdombo,2.1293870585969167e-05,292691.0,0.0008199773822905385,
Komlósd,komlósd,komlosd,Somogy,167.0,komlosd,1.4816984949403545e-05,292691.0,0.0005705675951771664,
Lad,lad,lad,Somogy,535.0,lad,4.746758651455627e-05,292691.0,0.0018278662480226587,
Lakócsa,lakócsa,lakocsa,Somogy,499.0,lakocsa,4.427350592666089e-05,292691.0,0.0017048696406790778,
Patosfa,patosfa,patosfa,Somogy,236.0,patosfa,2.093897274286968e-05,292691.0,0.0008063110925856961,
Péterhida,péterhida,peterhida,Somogy,139.0,peterhida,1.2332700047707143e-05,292691.0,0.0004749035672432702,
Potony,potony,potony,Somogy,200.0,potony,1.7744892154974305e-05,292691.0,0.0006833144852421154,
Rinyaújlak,rinyaújlak,rinyaujlak,Somogy,299.0,rinyaujlak,2.6528613771686586e-05,292691.0,0.0010215551554369625,
Rinyaújnép,rinyaújnép,rinyaujnep,Somogy,49.0,rinyaujnep,4.347498577968705e-06,292691.0,0.00016741204888431828,
Somogyaracs,somogyaracs,somogyaracs,Somogy,168.0,somogyaracs,1.4905709410178417e-05,292691.0,0.000573984167603377,
Szentborbás,szentborbás,szentborbas,Somogy,102.0,szentborbas,9.049894999036896e-06,292691.0,0.00034849038747347883,
Szulok,szulok,szulok,Somogy,575.0,szulok,5.101656494555113e-05,292691.0,0.001964529145071082,
Tótújfalu,tótújfalu,totujfalu,Somogy,209.0,totujfalu,1.854341230194815e-05,292691.0,0.0007140636370780106,
Vízvár,vízvár,vizvar,Somogy,433.0,vizvar,3.8417691515519375e-05,292691.0,0.0014793758605491799,
Berzence,berzence,berzence,Somogy,2262.0,berzence,0.0002006947302727594,292691.0,0.007728286828088325,
Csurgó,csurgó,csurgo,Somogy,4295.0,csurgo,0.0003810715590280732,292691.0,0.014674178570574428,
Csurgónagymarton,csurgónagymarton,csurgonagymarton,Somogy,160.0,csurgonagymarton,1.4195913723979444e-05,292691.0,0.0005466515881936923,
Gyékényes,gyékényes,gyekenyes,Somogy,980.0,gyekenyes,8.69499715593741e-05,292691.0,0.0033482409776863656,
Iharos,iharos,iharos,Somogy,427.0,iharos,3.7885344750870145e-05,292691.0,0.0014588764259919164,
Iharosberény,iharosberény,iharosbereny,Somogy,1157.0,iharosbereny,0.00010265420111652636,292691.0,0.003952974297125637,
Inke,inke,inke,Somogy,1076.0,inke,9.546751979376177e-05,292691.0,0.003676231930602581,
Pogányszentpéter,pogányszentpéter,poganyszentpeter,Somogy,475.0,poganyszentpeter,4.2144118868063974e-05,292691.0,0.0016228719024500241,
Porrog,porrog,porrog,Somogy,182.0,porrog,1.6147851861026617e-05,292691.0,0.000621816181570325,
Porrogszentkirály,porrogszentkirály,porrogszentkiraly,Somogy,251.0,porrogszentkiraly,2.2269839654492754e-05,292691.0,0.0008575596789788548,
Porrogszentpál,porrogszentpál,porrogszentpal,Somogy,70.0,porrogszentpal,6.2107122542410074e-06,292691.0,0.0002391600698347404,
Somogybükkösd,somogybükkösd,somogybukkosd,Somogy,87.0,somogybukkosd,7.719028087413822e-06,292691.0,0.0002972418010803202,
Somogycsicsó,somogycsicsó,somogycsicso,Somogy,134.0,somogycsicso,1.1889077743832785e-05,292691.0,0.0004578207051122173,
Somogyudvarhely,somogyudvarhely,somogyudvarhely,Somogy,931.0,somogyudvarhely,8.260247298140539e-05,292691.0,0.003180828928802047,
Szenta,szenta,szenta,Somogy,335.0,szenta,2.9722694359581962e-05,292691.0,0.0011445517627805433,
Zákány,zákány,zakany,Somogy,1060.0,zakany,9.404792842136383e-05,292691.0,0.0036215667717832117,
Zákányfalu,zákányfalu,zakanyfalu,Somogy,381.0,zakanyfalu,3.3804019555226054e-05,292691.0,0.0013017140943862298,
Balatonboglár,balatonboglár,balatonboglar,Somogy,5390.0,balatonboglar,0.00047822484357655753,292691.0,0.01841532537727501,
Balatonfenyves,balatonfenyves,balatonfenyves,Somogy,2019.0,balatonfenyves,0.0001791346863044656,292691.0,0.006898059728519155,
Balatonlelle,balatonlelle,balatonlelle,Somogy,4904.0,balatonlelle,0.00043510475563997,292691.0,0.01675487117813667,
Buzsák,buzsák,buzsak,Somogy,1346.0,buzsak,0.00011942312420297708,292691.0,0.004598706485679437,
Fonyód,fonyód,fonyod,Somogy,5065.0,fonyod,0.0004493893938247243,292691.0,0.017304939338756573,
Gamás,gamás,gamas,Somogy,650.0,gamas,5.767089950366649e-05,292691.0,0.002220772077036875,
Gyugy,gyugy,gyugy,Somogy,312.0,gyugy,2.7682031761759916e-05,292691.0,0.0010659705969777,
Hács,hács,hacs,Somogy,356.0,hacs,3.158590803585426e-05,292691.0,0.0012162997837309654,
Karád,karád,karad,Somogy,1433.0,karad,0.0001271421522903909,292691.0,0.004895948286759757,
Kisberény,kisberény,kisbereny,Somogy,185.0,kisbereny,1.641402524335123e-05,292691.0,0.0006320658988489568,
Látrány,látrány,latrany,Somogy,1316.0,latrany,0.00011676139037973093,292691.0,0.0044962093128931195,
Lengyeltóti,lengyeltóti,lengyeltoti,Somogy,2915.0,lengyeltoti,0.0002586318031587505,292691.0,0.009959308622403832,
Ordacsehi,ordacsehi,ordacsehi,Somogy,749.0,ordacsehi,6.645462112037877e-05,292691.0,0.002559012747231722,
Öreglak,öreglak,oreglak,Somogy,1497.0,oreglak,0.00013282051777998267,292691.0,0.0051146089220372335,
Pamuk,pamuk,pamuk,Somogy,249.0,pamuk,2.209239073294301e-05,292691.0,0.0008507265341264337,
Somogybabod,somogybabod,somogybabod,Somogy,467.0,somogybabod,4.1434323181865e-05,292691.0,0.0015955393230403395,
Somogytúr,somogytúr,somogytur,Somogy,437.0,somogytur,3.877258935861886e-05,292691.0,0.001493042150254022,
Somogyvámos,somogyvámos,somogyvamos,Somogy,697.0,somogyvamos,6.184094916008545e-05,292691.0,0.002381350981068772,
Somogyvár,somogyvár,somogyvar,Somogy,1653.0,somogyvar,0.00014666153366086265,292691.0,0.005647594220526084,
Visz,visz,visz,Somogy,157.0,visz,1.392974034165483e-05,292691.0,0.0005364018709150606,
Alsóbogát,alsóbogát,alsobogat,Somogy,227.0,alsobogat,2.0140452595895837e-05,292691.0,0.000775561940749801,
Bárdudvarnok,bárdudvarnok,bardudvarnok,Somogy,1136.0,bardudvarnok,0.00010079098744025406,292691.0,0.0038812262761752157,
Baté,baté,bate,Somogy,771.0,bate,6.840655925742595e-05,292691.0,0.002634177340608355,
Bodrog,bodrog,bodrog,Somogy,387.0,bodrog,3.433636631987528e-05,292691.0,0.0013222135289434932,
Büssü,büssü,bussu,Somogy,341.0,bussu,3.025504112423119e-05,292691.0,0.0011650511973378067,
Cserénfa,cserénfa,cserenfa,Somogy,223.0,cserenfa,1.978555475279635e-05,292691.0,0.0007618956510449587,
Csoma,csoma,csoma,Somogy,402.0,csoma,3.566723323149835e-05,292691.0,0.001373462115336652,
Csombárd,csombárd,csombard,Somogy,260.0,csombard,2.30683598014666e-05,292691.0,0.00088830883081475,
Csököly,csököly,csokoly,Somogy,927.0,csokoly,8.22475751383059e-05,292691.0,0.0031671626390972047,
Ecseny,ecseny,ecseny,Somogy,201.0,ecseny,1.7833616615749177e-05,292691.0,0.000686731057668326,
Edde,edde,edde,Somogy,154.0,edde,1.3663566959330215e-05,292691.0,0.0005261521536364289,
Fonó,fonó,fono,Somogy,282.0,fono,2.5020297938513773e-05,292691.0,0.0009634734241913827,
Gadács,gadács,gadacs,Somogy,70.0,gadacs,6.2107122542410074e-06,292691.0,0.0002391600698347404,
Gálosfa,gálosfa,galosfa,Somogy,218.0,galosfa,1.9341932448921993e-05,292691.0,0.0007448127889139057,
Gige,gige,gige,Somogy,390.0,gige,3.4602539702199894e-05,292691.0,0.001332463246222125,
Gölle,gölle,golle,Somogy,748.0,golle,6.63658966596039e-05,292691.0,0.0025555961748055115,
Hajmás,hajmás,hajmas,Somogy,221.0,hajmas,1.9608105831246608e-05,292691.0,0.0007550625061925376,
Hedrehely,hedrehely,hedrehely,Somogy,332.0,hedrehely,2.9456520977257347e-05,292691.0,0.0011343020455019115,
Hencse,hencse,hencse,Somogy,283.0,hencse,2.5109022399288644e-05,292691.0,0.0009668899966175933,
Hetes,hetes,hetes,Somogy,1076.0,hetes,9.546751979376177e-05,292691.0,0.003676231930602581,
Igal,igal,igal,Somogy,1396.0,igal,0.00012385934724172066,292691.0,0.004769535106989966,
Jákó,jákó,jako,Somogy,579.0,jako,5.1371462788650616e-05,292691.0,0.001978195434775924,
Juta,juta,juta,Somogy,1096.0,juta,9.72420090092592e-05,292691.0,0.0037445633791267923,
Kadarkút,kadarkút,kadarkut,Somogy,2303.0,kadarkut,0.00020433243316452914,292691.0,0.007868366297562959,
Kaposgyarmat,kaposgyarmat,kaposgyarmat,Somogy,77.0,kaposgyarmat,6.8317834796651075e-06,292691.0,0.00026307607681821444,
Kaposhomok,kaposhomok,kaposhomok,Somogy,451.0,kaposhomok,4.001473180946706e-05,292691.0,0.0015408741642209702,
Kaposkeresztúr,kaposkeresztúr,kaposkeresztur,Somogy,318.0,kaposkeresztur,2.8214378526409146e-05,292691.0,0.0010864700315349634,
Kaposszerdahely,kaposszerdahely,kaposszerdahely,Somogy,971.0,kaposszerdahely,8.615145141240025e-05,292691.0,0.00331749182585047,
Kaposújlak,kaposújlak,kaposujlak,Somogy,792.0,kaposujlak,7.026977293369825e-05,292691.0,0.002705925361558777,
Kaposvár,kaposvár,kaposvar,Somogy,58830.0,kaposvar,0.005219660027385692,292691.0,0.20099695583396823,
Kazsok,kazsok,kazsok,Somogy,310.0,kazsok,2.7504582840210173e-05,292691.0,0.001059137452125279,
Kercseliget,kercseliget,kercseliget,Somogy,343.0,kercseliget,3.0432490045780935e-05,292691.0,0.001171884342190228,
Kisasszond,kisasszond,kisasszond,Somogy,150.0,kisasszond,1.3308669116230729e-05,292691.0,0.0005124858639315866,
Kisgyalán,kisgyalán,kisgyalan,Somogy,202.0,kisgyalan,1.7922341076524048e-05,292691.0,0.0006901476300945366,
Kiskorpád,kiskorpád,kiskorpad,Somogy,838.0,kiskorpad,7.435109812934235e-05,292691.0,0.0028630876931644636,
Magyaratád,magyaratád,magyaratad,Somogy,729.0,magyaratad,6.468013190488134e-05,292691.0,0.0024906812987075108,
Magyaregres,magyaregres,magyaregres,Somogy,544.0,magyaregres,4.8266106661530114e-05,292691.0,0.001858615399858554,
Mernye,mernye,mernye,Somogy,1310.0,mernye,0.00011622904361508171,292691.0,0.004475709878335856,
Mike,mike,mike,Somogy,562.0,mike,4.98631469554778e-05,292691.0,0.0019201137035303442,
Mosdós,mosdós,mosdos,Somogy,862.0,mosdos,7.648048518793926e-05,292691.0,0.0029450854313935173,
Nagybajom,nagybajom,nagybajom,Somogy,3176.0,nagybajom,0.000281788887420992,292691.0,0.010851034025644793,
Nagyberki,nagyberki,nagyberki,Somogy,1299.0,nagyberki,0.00011525307454655811,292691.0,0.004438127581647539,
Orci,orci,orci,Somogy,520.0,orci,4.61367196029332e-05,292691.0,0.0017766176616295,
Osztopán,osztopán,osztopan,Somogy,744.0,osztopan,6.601099881650441e-05,292691.0,0.0025419298851006695,
Pálmajor,pálmajor,palmajor,Somogy,356.0,palmajor,3.158590803585426e-05,292691.0,0.0012162997837309654,
Patalom,patalom,patalom,Somogy,276.0,patalom,2.4487951173864543e-05,292691.0,0.0009429739896341193,
Patca,patca,patca,Somogy,54.0,patca,4.7911208818430625e-06,292691.0,0.00018449491101537116,
Polány,polány,polany,Somogy,214.0,polany,1.8987034605822507e-05,292691.0,0.0007311464992090635,
Ráksi,ráksi,raksi,Somogy,415.0,raksi,3.682065122157169e-05,292691.0,0.0014178775568773894,
Rinyakovácsi,rinyakovácsi,rinyakovacsi,Somogy,175.0,rinyakovacsi,1.5526780635602516e-05,292691.0,0.000597900174586851,
Sántos,sántos,santos,Somogy,463.0,santos,4.1079425338765515e-05,292691.0,0.0015818730333354973,
Simonfa,simonfa,simonfa,Somogy,364.0,simonfa,3.2295703722053234e-05,292691.0,0.00124363236314065,
Somodor,somodor,somodor,Somogy,358.0,somodor,3.1763356957404005e-05,292691.0,0.0012231329285833867,
Somogyaszaló,somogyaszaló,somogyaszalo,Somogy,726.0,somogyaszalo,6.441395852255673e-05,292691.0,0.002480431581428879,
Somogyfajsz,somogyfajsz,somogyfajsz,Somogy,485.0,somogyfajsz,4.303136347581269e-05,292691.0,0.0016570376267121298,
Somogygeszti,somogygeszti,somogygeszti,Somogy,409.0,somogygeszti,3.628830445692246e-05,292691.0,0.001397378122320126,
Somogyjád,somogyjád,somogyjad,Somogy,1451.0,somogyjad,0.0001287391925843386,292691.0,0.004957446590431547,
Somogysárd,somogysárd,somogysard,Somogy,1154.0,somogysard,0.00010238802773420175,292691.0,0.003942724579847006,
Somogyszil,somogyszil,somogyszil,Somogy,644.0,somogyszil,5.7138552739017264e-05,292691.0,0.0022002726424796117,
Szabadi,szabadi,szabadi,Somogy,244.0,szabadi,2.1648768429068654e-05,292691.0,0.0008336436719953808,
Szenna,szenna,szenna,Somogy,729.0,szenna,6.468013190488134e-05,292691.0,0.0024906812987075108,
Szentbalázs,szentbalázs,szentbalazs,Somogy,314.0,szentbalazs,2.785948068330966e-05,292691.0,0.0010728037418301212,
Szentgáloskér,szentgáloskér,szentgalosker,Somogy,472.0,szentgalosker,4.187794548573936e-05,292691.0,0.0016126221851713923,
Szilvásszentmárton,szilvásszentmárton,szilvasszentmarton,Somogy,176.0,szilvasszentmarton,1.5615505096377388e-05,292691.0,0.0006013167470130615,
Taszár,taszár,taszar,Somogy,1723.0,taszar,0.00015287224591510365,292691.0,0.005886754290360824,
Újvárfalva,újvárfalva,ujvarfalva,Somogy,226.0,ujvarfalva,2.0051728135120966e-05,292691.0,0.0007721453683235904,
Várda,várda,varda,Somogy,412.0,varda,3.655447783924707e-05,292691.0,0.0014076278395987578,
Visnye,visnye,visnye,Somogy,220.0,visnye,1.9519381370471736e-05,292691.0,0.000751645933766327,
Zimány,zimány,zimany,Somogy,520.0,zimany,4.61367196029332e-05,292691.0,0.0017766176616295,
Zselickisfalud,zselickisfalud,zselickisfalud,Somogy,215.0,zselickisfalud,1.907575906659738e-05,292691.0,0.000734563071635274,
Zselickislak,zselickislak,zselickislak,Somogy,430.0,zselickislak,3.815151813319476e-05,292691.0,0.001469126143270548,
Zselicszentpál,zselicszentpál,zselicszentpal,Somogy,429.0,zselicszentpal,3.806279367241989e-05,292691.0,0.0014657095708443374,
Balatonberény,balatonberény,balatonbereny,Somogy,1187.0,balatonbereny,0.00010531593493977251,292691.0,0.0040554714699119546,
Balatonkeresztúr,balatonkeresztúr,balatonkeresztur,Somogy,1645.0,balatonkeresztur,0.00014595173797466368,292691.0,0.005620261641116399,
Balatonszentgyörgy,balatonszentgyörgy,balatonszentgyorgy,Somogy,1446.0,balatonszentgyorgy,0.00012829557028046424,292691.0,0.004940363728300494,
Balatonújlak,balatonújlak,balatonujlak,Somogy,450.0,balatonujlak,3.992600734869219e-05,292691.0,0.0015374575917947596,
Böhönye,böhönye,bohonye,Somogy,2137.0,bohonye,0.00018960417267590047,292691.0,0.007301215274812003,
Csákány,csákány,csakany,Somogy,305.0,csakany,2.7060960536335815e-05,292691.0,0.001042054589994226,
Csömend,csömend,csomend,Somogy,273.0,csomend,2.422177779153993e-05,292691.0,0.0009327242723554876,
Gadány,gadány,gadany,Somogy,315.0,gadany,2.794820514408453e-05,292691.0,0.0010762203142563318,
Hollád,hollád,hollad,Somogy,243.0,hollad,2.1560043968293782e-05,292691.0,0.0008302270995691702,
Hosszúvíz,hosszúvíz,hosszuviz,Somogy,49.0,hosszuviz,4.347498577968705e-06,292691.0,0.00016741204888431828,
Kelevíz,kelevíz,keleviz,Somogy,325.0,keleviz,2.8835449751833246e-05,292691.0,0.0011103860385184375,
Kéthely,kéthely,kethely,Somogy,2151.0,kethely,0.00019084631512674867,292691.0,0.007349047288778951,
Libickozma,libickozma,libickozma,Somogy,31.0,libickozma,2.7504582840210175e-06,292691.0,0.00010591374521252789,
Marcali,marcali,marcali,Somogy,10502.0,marcali,0.0009317842870577008,292691.0,0.03588084362006348,
Nagyszakácsi,nagyszakácsi,nagyszakacsi,Somogy,456.0,nagyszakacsi,4.045835411334142e-05,292691.0,0.0015579570263520232,
Nemesdéd,nemesdéd,nemesded,Somogy,818.0,nemesded,7.257660891384491e-05,292691.0,0.002794756244640252,
Nemeskisfalud,nemeskisfalud,nemeskisfalud,Somogy,137.0,nemeskisfalud,1.21552511261574e-05,292691.0,0.00046807042239084903,
Nemesvid,nemesvid,nemesvid,Somogy,594.0,nemesvid,5.2702329700273686e-05,292691.0,0.0020294440211690826,
Nikla,nikla,nikla,Somogy,713.0,nikla,6.32605405324834e-05,292691.0,0.0024360161398881415,
Pusztakovácsi,pusztakovácsi,pusztakovacsi,Somogy,792.0,pusztakovacsi,7.026977293369825e-05,292691.0,0.002705925361558777,
Sávoly,sávoly,savoly,Somogy,437.0,savoly,3.877258935861886e-05,292691.0,0.001493042150254022,
Somogysámson,somogysámson,somogysamson,Somogy,685.0,somogysamson,6.0776255630787e-05,292691.0,0.0023403521119542453,
Somogysimonyi,somogysimonyi,somogysimonyi,Somogy,80.0,somogysimonyi,7.097956861989722e-06,292691.0,0.00027332579409684616,
Somogyszentpál,somogyszentpál,somogyszentpal,Somogy,769.0,somogyszentpal,6.82291103358762e-05,292691.0,0.002627344195755934,
Somogyzsitfa,somogyzsitfa,somogyzsitfa,Somogy,512.0,somogyzsitfa,4.5426923916734225e-05,292691.0,0.0017492850822198155,
Szenyér,szenyér,szenyer,Somogy,299.0,szenyer,2.6528613771686586e-05,292691.0,0.0010215551554369625,
Tapsony,tapsony,tapsony,Somogy,564.0,tapsony,5.0040595877027546e-05,292691.0,0.0019269468483827654,
